TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2016,10,21,1,41,5X ALEXANDER ST,downtown,492501.55,5458993.86
Theft from Vehicle,2016,4,20,23,15,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,5,8,9,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,6,8,10,30,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,6,13,13,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,6,23,11,33,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,10,11,10,22,5X ALEXANDER ST,downtown,492501.55,5458993.86
Theft from Vehicle,2016,6,26,15,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,7,2,9,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,7,5,11,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,7,7,1,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,7,9,12,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,7,18,19,30,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,7,26,9,30,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,8,26,15,15,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,10,13,11,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,10,23,10,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,11,19,14,53,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,6,25,16,44,5X ALEXANDER ST,downtown,492501.55,5458993.86
Theft from Vehicle,2016,11,20,12,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,11,27,12,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Theft from Vehicle,2016,11,27,12,50,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Break and Enter Residential/Other,2016,10,4,19,44,1XX W GEORGIA ST,downtown,491833.29,5458441.11
Theft from Vehicle,2016,5,23,21,45,5X ALEXANDER ST,downtown,492501.55,5458993.86
Theft from Vehicle,2016,3,19,22,15,5X ALEXANDER ST,downtown,492501.55,5458993.86
Theft from Vehicle,2016,12,9,12,0,14XX QUEBEC ST,mountpleasant,492586.25,5457734.68
Other Theft,2016,6,24,11,56,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Theft from Vehicle,2016,8,15,15,20,7XX W HASTINGS ST,downtown,491720.26,5459186.55
Theft from Vehicle,2016,4,22,17,50,7XX W HASTINGS ST,downtown,491713.8,5459180.09
Mischief,2016,6,8,0,0,27XX E 25TH AVE,renfrewcollingwood,496440.72,5455013.53
Theft from Vehicle,2016,6,24,15,17,14XX QUEBEC ST,downtown,492586.59,5457740.93
Theft from Vehicle,2016,10,16,15,0,14XX QUEBEC ST,downtown,492586.59,5457740.93
Theft from Vehicle,2016,11,4,12,0,14XX QUEBEC ST,downtown,492586.59,5457740.93
Theft from Vehicle,2016,1,27,21,50,5X ALEXANDER ST,downtown,492501.55,5458993.86
Break and Enter Residential/Other,2016,7,2,19,0,3XX E 36TH AVE,rileypark,492887.99,5453930.22
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,4,8,59,GRANVILLE ST / W 14TH AVE,fairview,489905,5456248
Theft of Bicycle,2016,6,16,12,11,15XX HARWOOD ST,westend,489793.19,5458975.85
Other Theft,2016,6,27,13,49,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Break and Enter Residential/Other,2016,2,17,6,30,3XX E 37TH AVE,rileypark,492810.85,5453826.86
Mischief,2016,7,10,7,18,11XX W 12TH AVE,fairview,490486.81,5456445.45
Theft from Vehicle,2016,8,14,16,0,7XX W HASTINGS ST,downtown,491703.02,5459190.88
Break and Enter Residential/Other,2016,3,7,20,15,3XX E 38TH AVE,rileypark,492792.08,5453723
Theft from Vehicle,2016,8,22,11,22,7XX W HASTINGS ST,downtown,491682.53,5459224.31
Vehicle Collision or Pedestrian Struck (with Injury),2016,9,15,21,24,GRANVILLE ST / W 16TH AVE,shaughnessy,489900,5456041
Theft from Vehicle,2016,3,31,4,48,7XX W HASTINGS ST,downtown,491682.53,5459224.31
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,27,12,28,GRANVILLE ST / W 26TH AVE,shaughnessy,489872,5455071
Other Theft,2016,7,6,19,30,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Break and Enter Residential/Other,2016,8,12,17,9,3XX E 38TH AVE,rileypark,492841.67,5453730.64
Theft from Vehicle,2016,1,19,21,30,5X ALEXANDER ST,downtown,492501.55,5458993.86
Break and Enter Residential/Other,2016,11,23,23,0,3XX E 40TH AVE,rileypark,492866.2,5453529.6
Theft from Vehicle,2016,7,9,7,17,11XX W 10TH AVE,fairview,490456.86,5456643.02
Mischief,2016,10,29,11,29,27XX E 28TH AVE,renfrewcollingwood,496516.92,5454744.64
Theft from Vehicle,2016,1,26,21,0,BEATTY ST / W PENDER ST,downtown,492111.79,5458724.16
Other Theft,2016,12,31,13,1,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,1,1,19,30,BEATTY ST / W PENDER ST,downtown,492111.79,5458724.16
Other Theft,2016,12,30,21,53,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,1,12,13,0,27XX E 29TH AVE,renfrewcollingwood,496399.07,5454646.16
Other Theft,2016,12,24,14,48,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,12,17,17,7,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,12,11,11,14,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,2,21,1,30,27XX E 4 AV,hastingssunrise,496465.84,5457106.45
Other Theft,2016,12,10,14,44,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,6,10,5,52,27XX E 4TH AVE,hastingssunrise,496408.76,5457097.5
Mischief,2016,7,10,17,0,27XX E 4TH AVE,hastingssunrise,496549.73,5457106.16
Theft from Vehicle,2016,1,3,23,0,KINGSWAY AVE / LINCOLN ST,killarney,498072.06,5453265.1
Theft from Vehicle,2016,12,7,22,30,11XX W 10TH AVE,fairview,490516.84,5456650.66
Other Theft,2016,12,4,13,39,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,12,4,11,55,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,7,7,6,18,1XX W HASTINGS ST,downtown,492031.98,5458862.92
Theft of Bicycle,2016,5,18,19,40,15XX HOMER MEWS,downtown,490757.71,5457635.49
Theft from Vehicle,2016,11,19,4,40,14XX QUEBEC ST,downtown,492587.79,5457785.3
Theft from Vehicle,2016,7,30,19,0,14XX QUEBEC ST,downtown,492588.06,5457795.35
Theft from Vehicle,2016,2,26,16,0,KINGSWAY AVE / LINCOLN ST,killarney,498072.06,5453265.1
Mischief,2016,4,2,11,23,27XX E 54TH AVE,killarney,496332.62,5451939.29
Theft of Vehicle,2016,1,13,5,6,3XX ALEXANDER ST,strathcona,492893.91,5459034.73
Mischief,2016,1,6,12,32,27XX E 56TH AVE,victoriafraserview,496255.65,5451801.41
Mischief,2016,8,8,0,27,27XX E 7TH AVE,hastingssunrise,496483.9,5456785.56
Mischief,2016,3,15,9,57,27XX E BROADWAY AVE,hastingssunrise,496489.93,5456587.92
Theft of Vehicle,2016,3,11,8,45,3XX ALEXANDER ST,strathcona,492931.55,5459042.69
Theft from Vehicle,2016,6,17,10,0,59XX WILLOW ST,oakridge,490995.14,5453203.89
Theft from Vehicle,2016,11,29,19,0,KINGSWAY AVE / LINCOLN ST,killarney,498072.06,5453265.1
Mischief,2016,6,13,10,10,27XX E HASTINGS ST,hastingssunrise,496460.86,5458717.27
Mischief,2016,1,11,15,0,27XX E HASTINGS ST,hastingssunrise,496482.31,5458717.2
Theft of Vehicle,2016,6,20,16,30,3XX BURRARD ST,downtown,491550.72,5459435.34
Break and Enter Commercial,2016,3,20,6,0,16XX NELSON ST,westend,490088.6,5459469.04
Theft of Vehicle,2016,7,9,13,34,3XX CAMBIE ST,downtown,492052.13,5458934.96
Theft from Vehicle,2016,1,22,17,0,E 4TH AVE / QUEBEC ST,mountpleasant,492522.13,5457181.03
Theft from Vehicle,2016,1,22,17,30,E 4TH AVE / QUEBEC ST,mountpleasant,492522.13,5457181.03
Mischief,2016,8,7,17,25,27XX E HASTINGS ST,hastingssunrise,496482.31,5458717.2
Theft from Vehicle,2016,9,10,16,11,7XX W GEORGIA ST,downtown,491409.22,5458870.38
Theft from Vehicle,2016,1,29,0,0,59XX WILLOW ST,oakridge,490979.88,5453226.01
Theft from Vehicle,2016,2,8,20,0,59XX WALES ST,victoriafraserview,496247.57,5453012.05
Mischief,2016,10,20,8,30,27XX E HASTINGS ST,hastingssunrise,496510.89,5458707.96
Theft from Vehicle,2016,12,25,20,33,7XX W GEORGIA ST,downtown,491407.74,5458871.84
Break and Enter Residential/Other,2016,10,24,4,59,1XX W HASTINGS ST,downtown,492148.02,5458832.47
Theft of Vehicle,2016,6,19,13,0,3XX CAMBIE ST,downtown,492064.4,5458975.05
Theft from Vehicle,2016,9,12,14,0,7XX W GEORGIA ST,downtown,491407.74,5458871.84
Break and Enter Commercial,2016,9,22,10,36,87XX MONTCALM ST,marpole,490083.47,5450456.34
Theft of Bicycle,2016,4,8,14,0,15XX HOWE ST,downtown,490411.62,5458001.97
Theft of Vehicle,2016,10,3,5,25,3XX CARRALL ST,downtown,492408,5458757.49
Mischief,2016,7,4,23,11,11XX W 12TH AVE,fairview,490601.21,5456430.72
Theft from Vehicle,2016,1,27,0,0,80XX COLUMBIA ST,marpole,491780.99,5451057.27
Mischief,2016,10,21,8,45,27XX E HASTINGS ST,hastingssunrise,496510.89,5458707.96
Other Theft,2016,11,30,19,20,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,11,30,15,32,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Commercial,2016,10,2,22,0,16XX NAPIER ST,grandviewwoodland,494923.03,5458018.92
Mischief,2016,7,12,1,2,27XX E HASTINGS ST,hastingssunrise,496510.97,5458707.96
Theft from Vehicle,2016,3,21,10,48,14XX QUEBEC ST,mountpleasant,492611.86,5457785.69
Theft of Vehicle,2016,10,19,1,30,3XX COLUMBIA ST,downtown,492568.44,5458795.04
Theft from Vehicle,2016,7,4,12,0,14XX QUEBEC ST,mountpleasant,492611.86,5457785.69
Theft from Vehicle,2016,7,21,12,20,14XX QUEBEC ST,mountpleasant,492611.86,5457785.69
Theft from Vehicle,2016,12,5,19,30,14XX QUEBEC ST,mountpleasant,492611.86,5457785.69
Other Theft,2016,11,27,14,14,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Vehicle,2016,1,15,20,0,3XX COLUMBIA ST,downtown,492569.79,5458843.27
Theft of Vehicle,2016,4,15,9,25,3XX COLUMBIA ST,downtown,492569.79,5458843.27
Other Theft,2016,11,20,13,15,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,11,27,21,30,14XX QUEBEC ST,mountpleasant,492612.27,5457798.09
Mischief,2016,11,2,11,5,27XX E HASTINGS ST,hastingssunrise,496543.11,5458716.99
Theft from Vehicle,2016,8,3,9,45,11XX W 10TH AVE,fairview,490580.76,5456649.06
Theft from Vehicle,2016,8,17,11,0,7XX W GEORGIA ST,downtown,491407.74,5458871.84
Other Theft,2016,11,16,15,30,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Bicycle,2016,2,29,16,0,15XX JOHNSTON ST,fairview,490187.05,5457690.05
Theft of Bicycle,2016,6,27,12,30,15XX JOHNSTON ST,fairview,490187.05,5457690.05
Break and Enter Residential/Other,2016,7,22,19,38,1XX W KING EDWARD AVE,rileypark,492010.69,5455124.34
Break and Enter Residential/Other,2016,7,22,19,38,1XX W KING EDWARD AVE,rileypark,492014.61,5455124.82
Other Theft,2016,11,11,14,51,3XX ABBOTT ST,downtown,492213.87,5458862.65
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,10,16,48,GRANVILLE ST / W 55TH AVE,kerrisdale,489801,5452012
Other Theft,2016,11,11,12,15,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,11,6,17,52,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Vehicle,2016,5,14,1,36,3XX DUNLEVY AVE,strathcona,493068.6,5458827.1
Theft of Vehicle,2016,10,7,18,0,3XX DUNLEVY AVE,strathcona,493068.6,5458827.1
Mischief,2016,12,17,8,13,27XX E HASTINGS ST,hastingssunrise,496589.59,5458716.83
Other Theft,2016,11,6,16,32,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,5,21,7,38,7XX W GEORGIA ST,downtown,491407.74,5458871.84
Theft from Vehicle,2016,1,5,12,0,59XX TODERICK ST,killarney,497881.32,5453026.73
Mischief,2016,8,22,23,0,27XX EUCLID AVE,renfrewcollingwood,496381.36,5454444.5
Other Theft,2016,11,6,15,30,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,11,6,12,13,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,3,17,0,0,E 4TH AVE / TEMPLETON DR,grandviewwoodland,495634.87,5457111.62
Theft from Vehicle,2016,1,11,19,0,11XX W 10TH AVE,fairview,490602.78,5456639.36
Theft from Vehicle,2016,3,13,18,30,11XX W 10TH AVE,fairview,490602.78,5456639.36
Theft from Vehicle,2016,3,7,16,0,9XX TERMINAL AVE,strathcona,493906.5,5457452.47
Theft of Bicycle,2016,4,1,23,0,15XX JOHNSTON ST,fairview,490201.05,5457659.71
Theft of Bicycle,2016,4,9,19,0,15XX JOHNSTON ST,fairview,490201.05,5457659.71
Break and Enter Commercial,2016,7,8,0,0,16XX MAIN ST,strathcona,492713.69,5457637.42
Theft of Bicycle,2016,2,24,12,2,15XX KINGSWAY AVE,kensingtoncedarcottage,494804.81,5455040.15
Other Theft,2016,11,6,11,12,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,6,10,19,0,27XX GRANVILLE ST,fairview,489911.28,5456539.27
Mischief,2016,2,13,16,30,27XX GRANVILLE ST,fairview,489921.24,5456547.71
Mischief,2016,5,8,0,19,27XX HEATHER ST,fairview,491278.53,5456516.21
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,26,17,29,GRANVILLE ST / W 57TH AVE,marpole,489795,5451847
Break and Enter Residential/Other,2016,9,6,5,0,1XX W PENDER ST,downtown,492053.7,5458745.24
Theft from Vehicle,2016,5,21,7,20,7XX W GEORGIA ST,downtown,491407.74,5458871.84
Theft from Vehicle,2016,1,16,0,0,59XX SHERBROOKE ST,sunset,494087.83,5453031.16
Theft from Vehicle,2016,4,16,2,27,7XX W GEORGIA ST,downtown,491407.74,5458871.84
Other Theft,2016,11,5,14,39,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,9,29,8,0,COMMERCIAL DR / E 5TH AVE,grandviewwoodland,494927.46,5457005.04
Break and Enter Commercial,2016,3,19,18,0,87XX MANITOBA ST,marpole,491975.53,5450462.19
Mischief,2016,12,18,5,11,27XX KINGSWAY AVE,renfrewcollingwood,496337.96,5453938.85
Mischief,2016,12,9,17,0,27XX KINGSWAY AVE,renfrewcollingwood,496429.16,5453884.99
Other Theft,2016,11,2,13,12,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,5,23,0,0,27XX KITCHENER ST,hastingssunrise,496448.96,5457732.15
Theft from Vehicle,2016,2,19,12,49,7XX W GEORGIA ST,downtown,491407.74,5458871.84
Theft from Vehicle,2016,12,16,21,0,59XX QUEBEC ST,sunset,492450.68,5453105.04
Mischief,2016,11,20,1,0,27XX LYNBROOK DR,victoriafraserview,496204.91,5451597.13
Other Theft,2016,10,31,19,0,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,11,22,21,55,1XX W WOODSTOCK AVE,rileypark,492044.74,5453460.05
Break and Enter Residential/Other,2016,5,27,21,0,1XX WALTER HARDWICK AVE,mountpleasant,492107.46,5457588.31
Theft from Vehicle,2016,1,16,6,0,E 50TH AVE / FRASER ST,sunset,493388.2,5452418.8
Theft of Bicycle,2016,4,10,21,30,15XX MAIN ST,mountpleasant,492697.83,5457658.41
Theft of Bicycle,2016,5,19,16,11,15XX MAIN ST,mountpleasant,492697.83,5457658.41
Theft of Bicycle,2016,6,11,16,30,15XX MAIN ST,mountpleasant,492697.83,5457658.41
Theft of Bicycle,2016,10,7,16,54,15XX MAIN ST,mountpleasant,492697.83,5457658.41
Theft from Vehicle,2016,4,23,22,0,BIDWELL ST / ROBSON ST,westend,490264.78,5459755.15
Theft from Vehicle,2016,8,19,16,0,E 4TH AVE / WOODLAND DR,grandviewwoodland,494648.49,5457128.24
Other Theft,2016,10,28,15,10,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,8,1,19,13,27XX MAIN ST,mountpleasant,492658.22,5456482.83
Theft from Vehicle,2016,5,10,23,30,E 50TH AVE / FRASER ST,sunset,493388.2,5452418.8
Theft of Bicycle,2016,2,3,2,25,15XX MAIN ST,strathcona,492733.96,5457768.14
Other Theft,2016,10,23,18,29,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,11,11,10,0,27XX MAPLE ST,kitsilano,489036.44,5456527.93
Mischief,2016,8,6,23,15,27XX NATAL ST,renfrewcollingwood,497801.2,5456321.95
Theft of Vehicle,2016,9,23,23,40,3XX E 14TH AVE,mountpleasant,492849,5456176.94
Mischief,2016,3,22,18,0,27XX OXFORD ST,hastingssunrise,496475.27,5459210.34
Break and Enter Commercial,2016,12,4,17,30,16XX MAIN ST,mountpleasant,492681.94,5457603.41
Other Theft,2016,10,23,12,43,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,10,9,23,0,1XX WATER ST,downtown,492219.62,5459027.28
Mischief,2016,4,11,13,40,27XX PARKER ST,hastingssunrise,496455.44,5458112.06
Vehicle Collision or Pedestrian Struck (with Injury),2016,7,17,18,37,GRANVILLE ST / W 61ST AVE,marpole,489784,5451468
Mischief,2016,6,3,9,0,27XX PARKER ST,hastingssunrise,496474.53,5458111.77
Mischief,2016,11,7,18,0,27XX PARKER ST,hastingssunrise,496516.89,5458120.28
Other Theft,2016,10,23,11,30,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft from Vehicle,2016,4,20,2,30,59XX LANCASTER ST,killarney,496956.76,5453031.72
Other Theft,2016,10,21,10,28,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Bicycle,2016,9,22,16,45,15XX MARINER WALK,fairview,489873.15,5457447
Theft from Vehicle,2016,8,11,23,30,59XX KERR ST,killarney,497073.43,5453046.48
Break and Enter Commercial,2016,11,10,5,30,16XX MAIN ST,mountpleasant,492670.63,5457564.26
Theft from Vehicle,2016,7,17,20,30,59XX KERR ST,killarney,497073.43,5453046.48
Theft from Vehicle,2016,10,30,21,30,59XX KERR ST,killarney,497072.53,5453002.45
Mischief,2016,11,6,21,0,27XX SPRUCE ST,fairview,490613.65,5456535.66
Other Theft,2016,10,16,17,30,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Vehicle,2016,5,15,2,0,3XX E 16TH AVE,mountpleasant,492938.61,5455982.12
Mischief,2016,9,11,23,55,27XX TRIUMPH ST,hastingssunrise,496528.07,5459020.15
Theft of Bicycle,2016,8,20,17,0,15XX NELSON ST,westend,490205.51,5459352.94
Theft of Vehicle,2016,11,25,22,30,3XX E 16TH AVE,rileypark,492843.97,5455975.26
Break and Enter Commercial,2016,7,26,10,34,16XX MAIN ST,mountpleasant,492667.5,5457508.95
Break and Enter Commercial,2016,4,25,3,40,16XX MAIN ST,mountpleasant,492667.5,5457508.95
Mischief,2016,4,26,22,59,27XX TURNER ST,hastingssunrise,496421,5458479.47
Theft of Vehicle,2016,1,22,23,0,3XX E 17TH AVE,rileypark,492956.98,5455880.28
Other Theft,2016,10,9,14,13,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,4,10,21,0,27XX W 10TH AVE,kitsilano,487822.1,5456724.82
Break and Enter Commercial,2016,3,21,0,36,16XX MAIN ST,mountpleasant,492667.5,5457508.95
Mischief,2016,5,22,10,39,27XX W 13TH AVE,kitsilano,487856.6,5456418.94
Theft from Vehicle,2016,2,29,22,0,59XX HUDSON ST,oakridge,490183.41,5453279.07
Other Theft,2016,6,3,21,6,7XX GRANVILLE ST,downtown,491394.12,5458844.26
Other Theft,2016,4,11,19,31,CAMBIE ST / SW MARINE DR,marpole,491461.78,5450810.06
Other Theft,2016,10,8,17,15,3XX ABBOTT ST,downtown,492213.87,5458862.65
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,14,1,0,GRANVILLE ST / W 65TH AVE,marpole,489774,5451061
Break and Enter Residential/Other,2016,2,13,22,3,1XX WATER ST,downtown,492233.52,5459023.57
Other Theft,2016,10,8,14,29,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,11,23,11,15,1XX WATER ST,downtown,492233.52,5459023.57
Other Theft,2016,10,2,14,37,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,7,17,10,0,12XX MARINASIDE CRES,downtown,491245.53,5457763.29
Theft from Vehicle,2016,6,12,19,0,E 50TH AVE / MAIN ST,sunset,492599.14,5452441.54
Break and Enter Residential/Other,2016,10,2,1,0,3XX E 61ST AVE,sunset,492765.41,5451361.29
Other Theft,2016,10,2,11,9,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Bicycle,2016,2,6,17,30,15XX OLD BRIDGE ST,fairview,490151.43,5457467.49
Theft of Bicycle,2016,2,23,15,30,15XX OLD BRIDGE ST,fairview,490151.43,5457467.49
Theft of Bicycle,2016,4,9,14,0,15XX OLD BRIDGE ST,fairview,490151.43,5457467.49
Other Theft,2016,7,7,18,20,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Theft of Bicycle,2016,5,22,17,30,15XX OLD BRIDGE ST,fairview,490151.43,5457467.49
Theft of Bicycle,2016,7,22,15,30,15XX OLD BRIDGE ST,fairview,490151.43,5457467.49
Theft of Bicycle,2016,8,20,13,30,15XX OLD BRIDGE ST,fairview,490151.43,5457467.49
Theft from Vehicle,2016,2,15,19,0,59XX GRANVILLE ST,kerrisdale,489832.6,5453297.78
Other Theft,2016,8,3,9,0,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Break and Enter Commercial,2016,3,13,17,0,16XX MAIN ST,mountpleasant,492667.5,5457508.95
Break and Enter Commercial,2016,3,3,19,6,16XX MAIN ST,mountpleasant,492667.5,5457508.95
Break and Enter Commercial,2016,5,20,21,32,4XX W CORDOVA ST,downtown,491964.68,5459073.87
Break and Enter Commercial,2016,3,14,0,15,16XX JOHNSTON ST,fairview,490124.95,5457766.17
Break and Enter Residential/Other,2016,2,15,10,17,20XX ADANAC ST,grandviewwoodland,495452.2,5458301.89
Theft from Vehicle,2016,3,13,14,0,11XX W 11TH AVE,fairview,490546.35,5456537.86
Break and Enter Residential/Other,2016,1,18,10,0,10XX W 15TH AVE,fairview,490642.57,5456131.65
Other Theft,2016,6,6,10,33,7XX GRANVILLE ST,downtown,491394.12,5458844.26
Theft from Vehicle,2016,3,3,20,41,10XX HAMILTON ST,downtown,491263.12,5458200.97
Mischief,2016,6,29,11,0,27XX W 5TH AVE,kitsilano,487777.05,5457207
Theft from Vehicle,2016,12,1,21,0,59XX DUMFRIES ST,victoriafraserview,494591.69,5453088.35
Theft from Vehicle,2016,2,5,22,0,59XX DUMFRIES ST,victoriafraserview,494591.6,5453084.79
Other Theft,2016,9,11,14,47,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,9,11,12,22,3XX ABBOTT ST,downtown,492213.87,5458862.65
Theft of Vehicle,2016,10,10,15,41,14XX E 58TH AVE,victoriafraserview,494480.5,5451614.49
Other Theft,2016,9,5,17,12,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,10,11,14,0,27XX WALL ST,hastingssunrise,496441.42,5459932.49
Break and Enter Commercial,2016,2,18,5,40,4XX W CORDOVA ST,downtown,491964.68,5459073.87
Break and Enter Residential/Other,2016,4,8,1,0,20XX BALACLAVA ST,kitsilano,487358.29,5457278.82
Theft of Bicycle,2016,3,28,21,0,15XX POWELL ST,grandviewwoodland,494636.66,5458946.51
Theft of Bicycle,2016,5,18,9,0,15XX POWELL ST,grandviewwoodland,494636.66,5458946.51
Break and Enter Residential/Other,2016,7,15,22,0,20XX BALSAM ST,kitsilano,488372,5457204.02
Theft from Vehicle,2016,9,5,17,30,9XX RICHARDS ST,downtown,491204.67,5458383.65
Other Theft,2016,9,5,13,49,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,9,4,15,43,3XX ABBOTT ST,downtown,492213.87,5458862.65
Mischief,2016,12,11,16,0,27XX YALE ST,hastingssunrise,496425.19,5459770.11
Mischief,2016,12,5,1,2,27XX YUKON ST,mountpleasant,491784.92,5456507.8
Other Theft,2016,8,12,15,19,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Theft from Vehicle,2016,8,5,19,0,11XX W 11TH AVE,fairview,490574.99,5456537.24
Other Theft,2016,9,3,18,46,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Commercial,2016,11,23,4,21,16XX HOWE ST,downtown,490355.26,5457945.53
Break and Enter Commercial,2016,4,27,5,5,16XX HOWE ST,downtown,490355.26,5457945.53
Other Theft,2016,5,15,19,10,BUTE ST / ROBSON ST,westend,490767.24,5459254.6
Theft from Vehicle,2016,10,10,19,15,59XX CHURCHILL ST,kerrisdale,489704.11,5453300.84
Other Theft,2016,8,28,14,21,3XX ABBOTT ST,downtown,492213.87,5458862.65
Other Theft,2016,8,27,19,15,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Commercial,2016,10,29,16,53,16XX HORNBY ST,downtown,490299.28,5458037.73
Theft from Vehicle,2016,3,5,21,15,59XX BOUNDARY RD,killarney,498283.06,5453002.28
Break and Enter Commercial,2016,10,27,7,0,16XX HORNBY ST,downtown,490299.28,5458037.73
Mischief,2016,3,19,13,24,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
Theft of Vehicle,2016,3,18,1,30,3XX E 32ND AVE,rileypark,492819.1,5454384.37
Break and Enter Commercial,2016,2,15,5,36,87XX GRANVILLE ST,marpole,489763.56,5450448.75
Theft of Bicycle,2016,9,16,15,0,15XX VENABLES ST,grandviewwoodland,494662.2,5458224.79
Break and Enter Commercial,2016,10,12,23,0,16XX HORNBY ST,downtown,490299.28,5458037.73
Theft from Vehicle,2016,12,7,23,0,E 51ST AVE / GLADSTONE ST,victoriafraserview,495449.45,5452258.97
Other Theft,2016,8,20,16,44,6XX W 41ST AVE,oakridge,491253.25,5453429.85
Theft from Vehicle,2016,12,27,21,0,E 51ST AVE / KERR ST,killarney,497001.92,5452240.56
Other Theft,2016,8,21,10,41,3XX ABBOTT ST,downtown,492213.87,5458862.65
Break and Enter Residential/Other,2016,7,17,10,30,12XX MARINASIDE CRES,downtown,491245.53,5457763.29
Mischief,2016,4,5,19,22,28XX BENTALL ST,renfrewcollingwood,497676.21,5456229.27
